cityAsciiName,stateProvAsciiName,twoCharCountryCode
Sao Jose dos Campos,Sao Paulo,BR
Sao Jose do Rio Preto,Sao Paulo,BR
Sao Jose do Rio Pardo,Sao Paulo,BR
Sao Jose do Calcado,Espirito Santo,BR
Sao Jose,Santa Catarina,BR
Sao Joaquim de Bicas,Minas Gerais,BR
Sao Joaquim da Barra,Sao Paulo,BR
Sao Joaquim,Santa Catarina,BR
Sao Joao Nepomuceno,Minas Gerais,BR
Sao Joao Evangelista,Minas Gerais,BR
Sao Joao do Paraiso,Minas Gerais,BR
Sao Joao de Meriti,Rio de Janeiro,BR
Sao Joao del Rei,Minas Gerais,BR
Sao Joao da Ponte,Minas Gerais,BR
Sao Joao da Boa Vista,Sao Paulo,BR
Sao Joao da Barra,Rio de Janeiro,BR
Sao Joao Batista,Santa Catarina,BR
Sao Jeronimo,Rio Grande do Sul,BR
Sao Gotardo,Minas Gerais,BR
Sao Goncalo dos Campos,Bahia,BR
Sao Goncalo do Sapucai,Minas Gerais,BR
Sao Gabriel,Rio Grande do Sul,BR
Sao Francisco do Sul,Santa Catarina,BR
Sao Francisco do Conde,Bahia,BR
Sao Francisco de Paula,Rio Grande do Sul,BR
Sao Francisco de Assis,Rio Grande do Sul,BR
Sao Francisco,Minas Gerais,BR
Sao Fidelis,Rio de Janeiro,BR
Sao Felipe,Bahia,BR
Sao Domingos do Prata,Minas Gerais,BR
Sao Desiderio,Bahia,BR
Sao Cristovao,Sergipe,BR
Sao Carlos,Sao Paulo,BR
Sao Caetano do Sul,Sao Paulo,BR
Sao Borja,Rio Grande do Sul,BR
Sao Bernardo do Campo,Sao Paulo,BR
Sao Bento do Sul,Santa Catarina,BR
Santos Dumont,Minas Gerais,BR
Santos,Sao Paulo,BR
Santo Estevao,Bahia,BR
Santo Augusto,Rio Grande do Sul,BR
Santo Antonio do Sudoeste,Parana,BR
Santo Antonio do Monte,Minas Gerais,BR
Santo Antonio do Leverger,Mato Grosso,BR
Santo Antonio do Amparo,Minas Gerais,BR
Santo Antonio de Posse,Sao Paulo,BR
Santo Antonio de Padua,Rio de Janeiro,BR
Santo Antonio de Jesus,Bahia,BR
Santo Antonio da Platina,Parana,BR
Santo Angelo,Rio Grande do Sul,BR
Santo Andre,Sao Paulo,BR
Santo Anastacio,Sao Paulo,BR
Santo Amaro das Brotas,Sergipe,BR
Santo Amaro da Imperatriz,Santa Catarina,BR
Santo Amaro,Bahia,BR
Santiago,Rio Grande do Sul,BR
Santa Vitoria do Palmar,Rio Grande do Sul,BR
Santa Vitoria,Minas Gerais,BR
Santa Terezinha,Mato Grosso,BR
Santa Teresa,Espirito Santo,BR
Santa Rosa de Viterbo,Sao Paulo,BR
Santa Rosa,Rio Grande do Sul,BR
Santa Rita do Sapucai,Minas Gerais,BR
Santa Rita do Passa Quatro,Sao Paulo,BR
Santana do Paraiso,Minas Gerais,BR
Santana do Livramento,Rio Grande do Sul,BR
Santana de Parnaiba,Sao Paulo,BR
Santana,Bahia,BR
Santa Maria do Suacui,Minas Gerais,BR
Santa Maria da Vitoria,Bahia,BR
Santa Maria,Rio Grande do Sul,BR
Santa Luzia,Minas Gerais,BR
Santaluz,Bahia,BR
Santa Isabel,Sao Paulo,BR
Santa Ines,Bahia,BR
Santa Helena de Goias,Goias,BR
Santa Gertrudes,Sao Paulo,BR
Santa Fe do Sul,Sao Paulo,BR
Santa Cruz do Sul,Rio Grande do Sul,BR
Santa Cruz do Rio Pardo,Sao Paulo,BR
Santa Cruz das Palmeiras,Sao Paulo,BR
Santa Cruz Cabralia,Bahia,BR
Santa Cecilia,Santa Catarina,BR
Santa Branca,Sao Paulo,BR
Santa Barbara d'Oeste,Sao Paulo,BR
Santa Adelia,Sao Paulo,BR
Sananduva,Rio Grande do Sul,BR
Salvador,Bahia,BR
Salto de Pirapora,Sao Paulo,BR
Salto,Sao Paulo,BR
Salinas,Minas Gerais,BR
Salgado,Sergipe,BR
Sacramento,Minas Gerais,BR
Sabinopolis,Minas Gerais,BR
Ruy Barbosa,Bahia,BR
Rubiataba,Goias,BR
Rosario Oeste,Mato Grosso,BR
Rosario do Sul,Rio Grande do Sul,BR
Rondonopolis,Mato Grosso,BR
Rolante,Rio Grande do Sul,BR
Rolandia,Parana,BR
Rio Verde de Mato Grosso,Mato Grosso do Sul,BR
Rio Verde,Goias,BR
Rio Real,Bahia,BR
Rio Pomba,Minas Gerais,BR
Rio Piracicaba,Minas Gerais,BR
Rio Pardo de Minas,Minas Gerais,BR
Rio Pardo,Rio Grande do Sul,BR
Rio Novo do Sul,Espirito Santo,BR
Rio Novo,Minas Gerais,BR
Rio Negro,Parana,BR
Rio Negrinho,Santa Catarina,BR
Riolandia,Sao Paulo,BR
Rio Grande da Serra,Sao Paulo,BR
Rio Grande,Rio Grande do Sul,BR
Rio do Sul,Santa Catarina,BR
Rio de Janeiro,Rio de Janeiro,BR
Rio das Pedras,Sao Paulo,BR
Rio das Ostras,Rio de Janeiro,BR
Rio Claro,Rio de Janeiro,BR
Rio Claro,Sao Paulo,BR
Rio Casca,Minas Gerais,BR
Rio Brilhante,Mato Grosso do Sul,BR
Rio Branco do Sul,Parana,BR
Rio Bonito,Rio de Janeiro,BR
Ribeiropolis,Sergipe,BR
Ribeirao Preto,Sao Paulo,BR
Ribeirao Pires,Sao Paulo,BR
Ribeirao das Neves,Minas Gerais,BR
Ribeirao da Ilha,Santa Catarina,BR
Ribeirao Branco,Sao Paulo,BR
Ribeirao Bonito,Sao Paulo,BR
Ribeira do Pombal,Bahia,BR
Ribas do Rio Pardo,Mato Grosso do Sul,BR
Rialma,Goias,BR
Riacho de Santana,Bahia,BR
Riachao do Jacuipe,Bahia,BR
Riachao das Neves,Bahia,BR
Resplendor,Minas Gerais,BR
Reserva,Parana,BR
Resende,Rio de Janeiro,BR
Registro,Sao Paulo,BR
Regente Feijo,Sao Paulo,BR
Recreio,Minas Gerais,BR
Realeza,Parana,BR
Raposos,Minas Gerais,BR
Rancharia,Sao Paulo,BR
Quirinopolis,Goias,BR
Queimados,Rio de Janeiro,BR
Queimadas,Bahia,BR
Quatro Barras,Parana,BR
Quatis,Rio de Janeiro,BR
Quata,Sao Paulo,BR
Quarai,Rio Grande do Sul,BR
Prudentopolis,Parana,BR
Propria,Sergipe,BR
Promissao,Sao Paulo,BR
Presidente Venceslau,Sao Paulo,BR
Presidente Prudente,Sao Paulo,BR
Presidente Olegario,Minas Gerais,BR
Presidente Epitacio,Sao Paulo,BR
Presidente Bernardes,Sao Paulo,BR
Prata,Minas Gerais,BR
Praia Grande,Sao Paulo,BR
Pradopolis,Sao Paulo,BR
Prado,Bahia,BR
Poxoreo,Mato Grosso,BR
Pouso Alegre,Minas Gerais,BR
Posse,Goias,BR
Porto Uniao,Santa Catarina,BR
Porto Seguro,Bahia,BR
Porto Real do Colegio,Alagoas,BR
Porto Real,Rio de Janeiro,BR
Porto Murtinho,Mato Grosso do Sul,BR
Porto Ferreira,Sao Paulo,BR
Porto Feliz,Sao Paulo,BR
Porto Belo,Santa Catarina,BR
Porto Barra do Ivinheima,Mato Grosso do Sul,BR
Porto Alegre,Rio Grande do Sul,BR
Porteirinha,Minas Gerais,BR
Portao,Rio Grande do Sul,BR
Porecatu,Parana,BR
Porciuncula,Rio de Janeiro,BR
Porangatu,Goias,BR
Ponto Novo,Bahia,BR
Pontes e Lacerda,Mato Grosso,BR
Ponte Nova,Minas Gerais,BR
Ponta Pora,Mato Grosso do Sul,BR
Pontalina,Goias,BR
Pontal,Sao Paulo,BR
Ponta Grossa,Parana,BR
Pompeu,Minas Gerais,BR
Pompeia,Sao Paulo,BR
Pomerode,Santa Catarina,BR
Poco Verde,Sergipe,BR
Pocos de Caldas,Minas Gerais,BR
Pocone,Mato Grosso,BR
Pocoes,Bahia,BR
Poa,Sao Paulo,BR
Planaltina,Goias,BR
Piuma,Espirito Santo,BR
Piui,Minas Gerais,BR
Pitangui,Minas Gerais,BR
Pitangueiras,Sao Paulo,BR
Pitanga,Parana,BR
Piritiba,Bahia,BR
Pires do Rio,Goias,BR
Pirenopolis,Goias,BR
Piraquara,Parana,BR
Pirapozinho,Sao Paulo,BR
Pirapora do Bom Jesus,Sao Paulo,BR
Pirapora,Minas Gerais,BR
Piranhas,Goias,BR
Pirajui,Sao Paulo,BR
Piraju,Sao Paulo,BR
Pirai do Sul,Parana,BR
Pirai,Rio de Janeiro,BR
Pirassununga,Sao Paulo,BR
Piracicaba,Sao Paulo,BR
Piracanjuba,Goias,BR
Piracaia,Sao Paulo,BR
Piquete,Sao Paulo,BR
Pinheiro Machado,Rio Grande do Sul,BR
Pinheiral,Rio de Janeiro,BR
Pinhao,Parana,BR
Espirito Santo do Pinhal,Sao Paulo,BR
Pindorama,Sao Paulo,BR
Pindobacu,Bahia,BR
Pindamonhangaba,Sao Paulo,BR
Pilar do Sul,Sao Paulo,BR
Piedade,Sao Paulo,BR
Piacabucu,Alagoas,BR
Petropolis,Rio de Janeiro,BR
Petrolina de Goias,Goias,BR
Peruibe,Sao Paulo,BR
Pereira Barreto,Sao Paulo,BR
Perdoes,Minas Gerais,BR
Penha,Santa Catarina,BR
Penedo,Alagoas,BR
Penapolis,Sao Paulo,BR
Pelotas,Rio Grande do Sul,BR
Pedro Leopoldo,Minas Gerais,BR
Pedreira,Sao Paulo,BR
Pedregulho,Sao Paulo,BR
Pedra Azul,Minas Gerais,BR
Pederneiras,Sao Paulo,BR
Pecanha,Minas Gerais,BR
Peabiru,Parana,BR
Paulinia,Sao Paulo,BR
Pau Brasil,Bahia,BR
Patrocinio,Minas Gerais,BR
Patos de Minas,Minas Gerais,BR
Pato Branco,Parana,BR
Paty do Alferes,Rio de Janeiro,BR
Posto da Mata,Bahia,BR
Passos,Minas Gerais,BR
Passo Fundo,Rio Grande do Sul,BR
Passa Quatro,Minas Gerais,BR
Parobe,Rio Grande do Sul,BR
Pariquera Acu,Sao Paulo,BR
Paripiranga,Bahia,BR
Parauna,Goias,BR
Paratinga,Bahia,BR
Paraty,Rio de Janeiro,BR
Paranhos,Mato Grosso do Sul,BR
Paranavai,Parana,BR
Paranapanema,Sao Paulo,BR
Paranaiba,Mato Grosso do Sul,BR
Paranagua,Parana,BR
Paramirim,Bahia,BR
Paraisopolis,Minas Gerais,BR
Paraiba do Sul,Rio de Janeiro,BR
Paraguacu Paulista,Sao Paulo,BR
Paraguacu,Minas Gerais,BR
Para de Minas,Minas Gerais,BR
Paracatu,Minas Gerais,BR
Paracambi,Rio de Janeiro,BR
Papagaios,Minas Gerais,BR
Panorama,Sao Paulo,BR
Pancas,Espirito Santo,BR
Panambi,Rio Grande do Sul,BR
Palotina,Parana,BR
Palmital,Sao Paulo,BR
Palmeiras de Goias,Goias,BR
Palmeira das Missoes,Rio Grande do Sul,BR
Palmeira,Parana,BR
Palmas de Monte Alto,Bahia,BR
Palmas,Parana,BR
Palmares do Sul,Rio Grande do Sul,BR
Palhoca,Santa Catarina,BR
Paicandu,Parana,BR
Padre Paraiso,Minas Gerais,BR
Padre Bernardo,Goias,BR
Pacaembu,Sao Paulo,BR
Ouro Preto,Minas Gerais,BR
Ouro Branco,Minas Gerais,BR
Ourinhos,Sao Paulo,BR
Otacilio Costa,Santa Catarina,BR
Osvaldo Cruz,Sao Paulo,BR
Osorio,Rio Grande do Sul,BR
Osasco,Sao Paulo,BR
Ortigueira,Parana,BR
Orleans,Santa Catarina,BR
Orlandia,Sao Paulo,BR
Orizona,Goias,BR
Oliveira dos Brejinhos,Bahia,BR
Oliveira,Minas Gerais,BR
Olindina,Bahia,BR
Olimpia,Sao Paulo,BR
Nuporanga,Sao Paulo,BR
Novo Horizonte,Sao Paulo,BR
Novo Hamburgo,Rio Grande do Sul,BR
Novo Cruzeiro,Minas Gerais,BR
Nova Vicosa,Bahia,BR
Nova Venecia,Espirito Santo,BR
Nova Soure,Bahia,BR
Nova Prata,Rio Grande do Sul,BR
Nova Petropolis,Rio Grande do Sul,BR
Nova Olimpia,Mato Grosso,BR
Nova Odessa,Sao Paulo,BR
Nova Londrina,Parana,BR
Nova Lima,Minas Gerais,BR
Nova Iguacu,Rio de Janeiro,BR
Nova Granada,Sao Paulo,BR
Nova Friburgo,Rio de Janeiro,BR
Nova Era,Minas Gerais,BR
Nova Aurora,Parana,BR
Nossa Senhora do Socorro,Sergipe,BR
Nossa Senhora das Dores,Sergipe,BR
Nossa Senhora da Gloria,Sergipe,BR
Nortelandia,Mato Grosso,BR
Nobres,Mato Grosso,BR
Niteroi,Rio de Janeiro,BR
Niquelandia,Goias,BR
Nilopolis,Rio de Janeiro,BR
Nhandeara,Sao Paulo,BR
Neropolis,Goias,BR
Nepomuceno,Minas Gerais,BR
Neopolis,Sergipe,BR
Nazare,Bahia,BR
Navirai,Mato Grosso do Sul,BR
Navegantes,Santa Catarina,BR
Natividade,Rio de Janeiro,BR
Nao Me Toque,Rio Grande do Sul,BR
Nanuque,Minas Gerais,BR
Muzambinho,Minas Gerais,BR
Mutum,Minas Gerais,BR
Mutuipe,Bahia,BR
Muritiba,Bahia,BR
Muriae,Minas Gerais,BR
Muniz Freire,Espirito Santo,BR
Mundo Novo,Bahia,BR
Mucurici,Espirito Santo,BR
Mucuri,Bahia,BR
Mozarlandia,Goias,BR
Morro do Chapeu,Bahia,BR
Morro da Fumaca,Santa Catarina,BR
Morro Agudo,Sao Paulo,BR
Morrinhos,Goias,BR
Moreira Sales,Parana,BR
Monte Siao,Minas Gerais,BR
Montes Claros,Minas Gerais,BR
Monte Santo de Minas,Minas Gerais,BR
Monte Santo,Bahia,BR
Montenegro,Rio Grande do Sul,BR
Monte Mor,Sao Paulo,BR
Monte Carmelo,Minas Gerais,BR
Monte Azul Paulista,Sao Paulo,BR
Monte Azul,Minas Gerais,BR
Monte Aprazivel,Sao Paulo,BR
Monte Alto,Sao Paulo,BR
Monte Alegre de Sergipe,Sergipe,BR
Monte Alegre de Minas,Minas Gerais,BR
Montanha,Espirito Santo,BR
Mongagua,Sao Paulo,BR
Mogi Mirim,Sao Paulo,BR
Mogi Guacu,Sao Paulo,BR
Mogi das Cruzes,Sao Paulo,BR
Mococa,Sao Paulo,BR
Mirante do Paranapanema,Sao Paulo,BR
Mirandopolis,Sao Paulo,BR
Miranda,Mato Grosso do Sul,BR
Mirai,Minas Gerais,BR
Miracema,Rio de Janeiro,BR
Miracatu,Sao Paulo,BR
Mirabela,Minas Gerais,BR
Mineiros,Goias,BR
Minas Novas,Minas Gerais,BR
Mimoso do Sul,Espirito Santo,BR
Miguel Pereira,Rio de Janeiro,BR
Miguelopolis,Sao Paulo,BR
Miguel Calmon,Bahia,BR
Mendes,Rio de Janeiro,BR
Medina,Minas Gerais,BR
Medianeira,Parana,BR
Medeiros Neto,Bahia,BR
Maua,Sao Paulo,BR
Matozinhos,Minas Gerais,BR
Mato Verde,Minas Gerais,BR
Matipo,Minas Gerais,BR
Matias Barbosa,Minas Gerais,BR
Mateus Leme,Minas Gerais,BR
Matelandia,Parana,BR
Matao,Sao Paulo,BR
Mata de Sao Joao,Bahia,BR
Mascote,Bahia,BR
Maruim,Sergipe,BR
Martinopolis,Sao Paulo,BR
Martinho Campos,Minas Gerais,BR
Maringa,Parana,BR
Marilia,Sao Paulo,BR
Marica,Rio de Janeiro,BR
Mariana,Minas Gerais,BR
Marialva,Parana,BR
Marechal Floriano,Espirito Santo,BR
Marechal Candido Rondon,Parana,BR
Mar de Espanha,Minas Gerais,BR
Marau,Rio Grande do Sul,BR
Marataizes,Espirito Santo,BR
Maragogipe,Bahia,BR
Maracas,Bahia,BR
Maracaju,Mato Grosso do Sul,BR
Maracai,Sao Paulo,BR
Mantenopolis,Espirito Santo,BR
Manhumirim,Minas Gerais,BR
Manhuacu,Minas Gerais,BR
Mangaratiba,Rio de Janeiro,BR
Manga,Minas Gerais,BR
Mandaguari,Parana,BR
Mandaguacu,Parana,BR
Malhador,Sergipe,BR
Malacacheta,Minas Gerais,BR
Mairipora,Sao Paulo,BR
Mairinque,Sao Paulo,BR
Mairi,Bahia,BR
Mafra,Santa Catarina,BR
Madre de Deus,Bahia,BR
Machado,Minas Gerais,BR
Macaubas,Bahia,BR
Macatuba,Sao Paulo,BR
Macae,Rio de Janeiro,BR
Luziania,Goias,BR
Luz,Minas Gerais,BR
Lucelia,Sao Paulo,BR
Lucas,Mato Grosso,BR
Louveira,Sao Paulo,BR
Lorena,Sao Paulo,BR
Londrina,Parana,BR
Loanda,Parana,BR
Livramento do Brumado,Bahia,BR
Lins,Sao Paulo,BR
Linhares,Espirito Santo,BR
Limeira,Sao Paulo,BR
Lima Duarte,Minas Gerais,BR
Leopoldina,Minas Gerais,BR
Lencois Paulista,Sao Paulo,BR
Leme,Sao Paulo,BR
Lavras,Minas Gerais,BR
Lauro Muller,Santa Catarina,BR
Laranjeiras do Sul,Parana,BR
Laranjeiras,Sergipe,BR
Laranjal Paulista,Sao Paulo,BR
Lapao,Bahia,BR
Lapa,Parana,BR
Lambari,Minas Gerais,BR
Lajinha,Minas Gerais,BR
Lages,Santa Catarina,BR
Lajeado,Rio Grande do Sul,BR
Laguna,Santa Catarina,BR
Lagoa Vermelha,Rio Grande do Sul,BR
Lagoa Santa,Minas Gerais,BR
Lagoa Formosa,Minas Gerais,BR
Lagoa da Prata,Minas Gerais,BR
Lagoa,Santa Catarina,BR
Lagarto,Sergipe,BR
Ladario,Mato Grosso do Sul,BR
Juquitiba,Sao Paulo,BR
Juquia,Sao Paulo,BR
Junqueiropolis,Sao Paulo,BR
Jundiai,Sao Paulo,BR
Julio de Castilhos,Rio Grande do Sul,BR
Juiz de Fora,Minas Gerais,BR
Juatuba,Minas Gerais,BR
Jose Bonifacio,Sao Paulo,BR
Joinville,Santa Catarina,BR
Joao Pinheiro,Minas Gerais,BR
Joao Neiva,Espirito Santo,BR
Joao Monlevade,Minas Gerais,BR
Joanopolis,Sao Paulo,BR
Joaima,Minas Gerais,BR
Joacaba,Santa Catarina,BR
Jitauna,Bahia,BR
Jetiba,Espirito Santo,BR
Jeronimo Monteiro,Espirito Santo,BR
Jeremoabo,Bahia,BR
Jequitinhonha,Minas Gerais,BR
Jequie,Bahia,BR
Jau,Sao Paulo,BR
Jataizinho,Parana,BR
Jatai,Goias,BR
Jarinu,Sao Paulo,BR
Jardinopolis,Sao Paulo,BR
Jardim,Mato Grosso do Sul,BR
Jaragua do Sul,Santa Catarina,BR
Jaragua,Goias,BR
Japeri,Rio de Janeiro,BR
Japaratuba,Sergipe,BR
Januaria,Minas Gerais,BR
Jandira,Sao Paulo,BR
Jandaia do Sul,Parana,BR
Janauba,Minas Gerais,BR
Jales,Sao Paulo,BR
Jaguaruna,Santa Catarina,BR
Jaguariuna,Sao Paulo,BR
Jaguariaiva,Parana,BR
Jaguarari,Bahia,BR
Jaguarao,Rio Grande do Sul,BR
Jaguaquara,Bahia,BR
Jacutinga,Minas Gerais,BR
Jacupiranga,Sao Paulo,BR
Jacobina,Bahia,BR
Jaciara,Mato Grosso,BR
Jacarezinho,Parana,BR
Jacarei,Sao Paulo,BR
Jaboticabal,Sao Paulo,BR
Ivoti,Rio Grande do Sul,BR
Iuna,Espirito Santo,BR
Ituverava,Sao Paulo,BR
Iturama,Minas Gerais,BR
Itupeva,Sao Paulo,BR
Itumbiara,Goias,BR
Ituiutaba,Minas Gerais,BR
Itubera,Bahia,BR
Itu,Sao Paulo,BR
Itororo,Bahia,BR
Itirucu,Bahia,BR
Itirapina,Sao Paulo,BR
Itauna,Minas Gerais,BR
Itau de Minas,Minas Gerais,BR
Itatinga,Sao Paulo,BR
Itatiba,Sao Paulo,BR
Itatiaia,Rio de Janeiro,BR
Itarare,Sao Paulo,BR
Itarantim,Bahia,BR
Itaqui,Rio Grande do Sul,BR
Itaquaquecetuba,Sao Paulo,BR
Itapuranga,Goias,BR
Itapui,Sao Paulo,BR
Itaporanga,Sao Paulo,BR
Itapolis,Sao Paulo,BR
Itapirapua,Goias,BR
Itapira,Sao Paulo,BR
Itapevi,Sao Paulo,BR
Itapeva,Sao Paulo,BR
Itapetininga,Sao Paulo,BR
Itapetinga,Bahia,BR
Itaperuna,Rio de Janeiro,BR
Itaperucu,Parana,BR
Itapemirim,Espirito Santo,BR
Itapema,Santa Catarina,BR
Itapecerica da Serra,Sao Paulo,BR
Itapecerica,Minas Gerais,BR
Itaparica,Bahia,BR
Itapaci,Goias,BR
Itaocara,Rio de Janeiro,BR
Itanhem,Bahia,BR
Itanhandu,Minas Gerais,BR
Itanhaem,Sao Paulo,BR
Itambe,Bahia,BR
Itambacuri,Minas Gerais,BR
Itamarandiba,Minas Gerais,BR
Itamaraju,Bahia,BR
Itajuipe,Bahia,BR
Itajuba,Minas Gerais,BR
Itajobi,Sao Paulo,BR
Itagiba,Bahia,BR
Itajai,Santa Catarina,BR
Itai,Sao Paulo,BR
Itaguai,Rio de Janeiro,BR
Itaguacu,Espirito Santo,BR
Itagi,Bahia,BR
Itacare,Bahia,BR
Itacarambi,Minas Gerais,BR
Itabuna,Bahia,BR
Itaborai,Rio de Janeiro,BR
Itabirito,Minas Gerais,BR
Itabira,Minas Gerais,BR
Itaberai,Goias,BR
Itaberaba,Bahia,BR
Itabera,Sao Paulo,BR
Itabaianinha,Sergipe,BR
Itabaiana,Sergipe,BR
Irece,Bahia,BR
Irati,Parana,BR
Irara,Bahia,BR
Iraquara,Bahia,BR
Iracemapolis,Sao Paulo,BR
Ipua,Sao Paulo,BR
Ipora,Parana,BR
Ipora,Goias,BR
Ipira,Bahia,BR
Ipiau,Bahia,BR
Ipero,Sao Paulo,BR
Ipaucu,Sao Paulo,BR
Ipatinga,Minas Gerais,BR
Ipameri,Goias,BR
Ipaba,Minas Gerais,BR
Inhumas,Goias,BR
Inhapim,Minas Gerais,BR
Inhambupe,Bahia,BR
Indaiatuba,Sao Paulo,BR
Indaial,Santa Catarina,BR
Imbituva,Parana,BR
Imbituba,Santa Catarina,BR
Ilheus,Bahia,BR
Ilha Solteira,Sao Paulo,BR
Ilhabela,Sao Paulo,BR
Ijui,Rio Grande do Sul,BR
Iguatemi,Mato Grosso do Sul,BR
Iguape,Sao Paulo,BR
Iguai,Bahia,BR
Iguaba Grande,Rio de Janeiro,BR
Igrejinha,Rio Grande do Sul,BR
Igarape,Minas Gerais,BR
Igarapava,Sao Paulo,BR
Igaracu do Tiete,Sao Paulo,BR
Iconha,Espirito Santo,BR
Icara,Santa Catarina,BR
Ibotirama,Bahia,BR
Ibiuna,Sao Paulo,BR
Ibitinga,Sao Paulo,BR
Ibiruba,Rio Grande do Sul,BR
Ibirite,Minas Gerais,BR
Ibirataia,Bahia,BR
Ibirapitanga,Bahia,BR
Ibirama,Santa Catarina,BR
Ibiracu,Espirito Santo,BR
Ibipora,Parana,BR
Ibipeba,Bahia,BR
Ibicui,Bahia,BR
Ibicarai,Bahia,BR
Ibia,Minas Gerais,BR
Ibatiba,Espirito Santo,BR
Ibate,Sao Paulo,BR
Ibaiti,Parana,BR
Iacu,Bahia,BR
Iaciara,Goias,BR
Hortolandia,Sao Paulo,BR
Horizontina,Rio Grande do Sul,BR
Hidrolandia,Goias,BR
Herval,Rio Grande do Sul,BR
Gurupi,Tocantins,BR
Guiratinga,Mato Grosso,BR
Guia Lopes da Laguna,Mato Grosso do Sul,BR
Guaxupe,Minas Gerais,BR
Guarulhos,Sao Paulo,BR
Guaruja,Sao Paulo,BR
Guariba,Sao Paulo,BR
Guaratuba,Parana,BR
Guaratingueta,Sao Paulo,BR
Guaratinga,Bahia,BR
Guararema,Sao Paulo,BR
Guararapes,Sao Paulo,BR
Guarapuava,Parana,BR
Guarapari,Espirito Santo,BR
Guaraniacu,Parana,BR
Guaranesia,Minas Gerais,BR
Guaramirim,Santa Catarina,BR
Guara,Sao Paulo,BR
Guapore,Rio Grande do Sul,BR
Guapo,Goias,BR
Guapimirim,Rio de Janeiro,BR
Guapiacu,Sao Paulo,BR
Guanhaes,Minas Gerais,BR
Guanambi,Bahia,BR
Guaira,Sao Paulo,BR
Guacui,Espirito Santo,BR
Gravatai,Rio Grande do Sul,BR
Governador Valadares,Minas Gerais,BR
Goiatuba,Goias,BR
Goias,Goias,BR
Goianira,Goias,BR
Goiania,Goias,BR
Goianesia,Goias,BR
Goianapolis,Goias,BR
Girua,Rio Grande do Sul,BR
General Salgado,Sao Paulo,BR
Gaspar,Santa Catarina,BR
Garibaldi,Rio Grande do Sul,BR
Garca,Sao Paulo,BR
Gandu,Bahia,BR
Fundao,Espirito Santo,BR
Frutal,Minas Gerais,BR
Frei Paulo,Sergipe,BR
Frederico Westphalen,Rio Grande do Sul,BR
Franco da Rocha,Sao Paulo,BR
Francisco Sa,Minas Gerais,BR
Francisco Morato,Sao Paulo,BR
Francisco Beltrao,Parana,BR
Franca,Sao Paulo,BR
Foz do Iguacu,Parana,BR
Forquilhinha,Santa Catarina,BR
Formosa do Rio Preto,Bahia,BR
Formosa,Goias,BR
Formiga,Minas Gerais,BR
Paulista Florida,Sao Paulo,BR
Florianopolis,Santa Catarina,BR
Florestopolis,Parana,BR
Flores da Cunha,Rio Grande do Sul,BR
Firminopolis,Goias,BR
Ferraz de Vasconcelos,Sao Paulo,BR
Fernandopolis,Sao Paulo,BR
Feira de Santana,Bahia,BR
Faxinal,Parana,BR
Fartura,Sao Paulo,BR
Farroupilha,Rio Grande do Sul,BR
Extrema,Minas Gerais,BR
Eunapolis,Bahia,BR
Euclides da Cunha,Bahia,BR
Estrela,Rio Grande do Sul,BR
Esteio,Rio Grande do Sul,BR
Estancia Velha,Rio Grande do Sul,BR
Estancia,Sergipe,BR
Espumoso,Rio Grande do Sul,BR
Esplanada,Bahia,BR
Espinosa,Minas Gerais,BR
Espera Feliz,Minas Gerais,BR
Esmeraldas,Minas Gerais,BR
Erechim,Rio Grande do Sul,BR
Entre Rios,Bahia,BR
Engenheiro Beltrao,Parana,BR
Encruzilhada do Sul,Rio Grande do Sul,BR
Encantado,Rio Grande do Sul,BR
Embu Guacu,Sao Paulo,BR
Embu,Sao Paulo,BR
Eloi Mendes,Minas Gerais,BR
Elias Fausto,Sao Paulo,BR
Eldorado,Mato Grosso do Sul,BR
Edeia,Goias,BR
Ecoporanga,Espirito Santo,BR
Duque de Caxias,Rio de Janeiro,BR
Duartina,Sao Paulo,BR
Dourados,Mato Grosso do Sul,BR
Dores do Indaia,Minas Gerais,BR
Dom Pedrito,Rio Grande do Sul,BR
Domingos Martins,Espirito Santo,BR
Dois Vizinhos,Parana,BR
Dois Corregos,Sao Paulo,BR
Divinopolis,Minas Gerais,BR
Divino das Laranjeiras,Minas Gerais,BR
Diamantino,Mato Grosso,BR
Diamantina,Minas Gerais,BR
Diadema,Sao Paulo,BR
Descalvado,Sao Paulo,BR
Curvelo,Minas Gerais,BR
Curitibanos,Santa Catarina,BR
Curitiba,Parana,BR
Cunha,Sao Paulo,BR
Cuiaba,Mato Grosso,BR
Cubatao,Sao Paulo,BR
Cruzilia,Minas Gerais,BR
Cruzeiro do Oeste,Parana,BR
Cruzeiro,Sao Paulo,BR
Cruz das Almas,Bahia,BR
Cruz Alta,Rio Grande do Sul,BR
Crixas,Goias,BR
Cristinapolis,Sergipe,BR
Cristalina,Goias,BR
Criciuma,Santa Catarina,BR
Cravinhos,Sao Paulo,BR
Coxim,Mato Grosso do Sul,BR
Cotia,Sao Paulo,BR
Costa Rica,Mato Grosso do Sul,BR
Cosmopolis,Sao Paulo,BR
Coruripe,Alagoas,BR
Corupa,Santa Catarina,BR
Corumba,Mato Grosso do Sul,BR
Correntina,Bahia,BR
Correia Pinto,Santa Catarina,BR
Coronel Vivida,Parana,BR
Coronel Fabriciano,Minas Gerais,BR
Coromandel,Minas Gerais,BR
Cornelio Procopio,Parana,BR
